indonesia,betawi
kamar cukup nyaman walaupun dpt kamar lt 5 dan tidak ada lift... pedugas yg cowok agak jutek..konfirmasi earlu cek in tp sampai di penginapan tyt tdk bs,pangkeng cukup kerasan walopun dapet pangkeng lante lime dan kagak ade lip... pegawe nyang perjaka rade judes.. konpirmasi earlu masuk tapi sampe di penginepan nyatenye kagak bise
"Jd, kukira laporan2 yg ditulis oleh bahkan institusi internasional tuh akan padat berisi. Tp ternyata ga jg ya coy! Isinya jg bisa ngaco dan ga logis. Datanya bisa bener, tp tafsirnya engga.","Jadi, aye kire adu-aduan nyang dicatet oleh bahkan institusi ruar negri ituh bakal padet berisih. Tapi nyatenye kagak juge ye kan! Isinye juge bise amburadul dan kagak masuk akal. Datanye bise bener, tapi tapsirnye kagak."
Aku akan tetap mencintaimu ? 50 Tahun Lagi (feat. Raffi Ahmad) by Yuni Shara ? https://path.com/p/1OSK72,Aye bakal tetep demenin lu ? 50 Tahun Lagi (bareng. Raffi Ahmad) dari Yuni Shara ? https://path.com/p/1OSK72
"Lokasi strategis, ditengah kota. Kamarnya kecil, tapi sesuai dengan harganya. Tidak tersedia air panas dan washtafel.","Lokasi asian, di tenge kote. Pangkengnye kecit, tapi cocok ame hargenye. Kagak ade aer panas ame westapel."
RT @VTAURAN: tolong di bantu  yusi siswi smkn1 bandung sudah 4hari hilang saat pergi membawa sepeda motor vario,RT @VTAURAN : tolong dibantu  yusi siswi smkn1 bandung udeh 4hari ilang pas minggat bawe motor vario
"Jhope: Tetapi jika aku melihatnya dalam pandangan yang berbeda, aku tidak bisa mengatakan bahwa aku tidak kelelahan. Ini bisa menjadi salah satu alasan bagi ku untuk mendapatkan kekuatan. Aku pikir ini adalah kesulitan yang baik. Istirahat ya sayang","Jhope: Tapi kalo aye nemponye dalem pandangan nyang berbeda, aye kaga bise ngomong kalo aye kaga kecapean. Eni bise jadi sale atu alesan bagi aye buat ngedapetin kerosaan. Aye mikir eni ntu kesulitan nyang bae. Ngaso ye sayang"
#Berita: PDIP Ogah Andalkan Figur Jokowi di Pilkada 2015 http://bit.ly/1AZKXvB,#Bêritè: PDIP Ogah Ngandêlin Pigur Jokowi di Pilkada 2015 http://bit.ly/1AZKXvB
nasihat pergi isi minyak skrg. Boleh jimat 25 sen/liter. Tak payah layan hasutan pembangkang. Minyak naik akibat pasaran dunia pun salah BN?,nasehat pegih ngisi minyak karang. Boleh ngirit 25 sen/liter. Kaga use geroin hasutan pembangkang. Minyak naek gare-gare pasaran dunie ge sale BN?
"Baru tau, ada suami yang segitu cemburuannya. Isterinya ada tanda bekas digigit nyamuk, dituduh abis dicupang orang lain... [URL]","Baru tau, ada laki yang segono cemburuannye. Bininye ada tande bekas digarot nyamuk, dituduh abis dicupang orang laen... [URL]"
"#MakasaarTidakAman """"@Koran_Mks: 23.05 sepasang Kekasih Dijambret HP nya di Jl batua raya 10 . Pelakunya 2 org Kabur ke Borong","#MakassarKagakAman """"@Koran_mks:23.05 sepasang gacoan dijambret hapenye di jalan batua raya 10 . Pelakunye 2 orang Minggat ke Borong"
"Kita tau, semua manusia pasti punya kelemahan, kekhilafan. Lantas apa yg membuat kita merasa jauh lbh suci hanya karena merasa jd korban, smtr kita lupa... bisa jd kita jauh lbh bangsat dari orang yg kita sebut biadab","Kite tau, semue manusie musti punye kelemaan, kekilapan. Trus ape nyang buat kite ngrase jauh lebih bersih hanye karne ngrase jadi korban, padaal kite lupe... bise jadi kite jauh lebih brengsek dari orang nyang kite sebut kagak punye adab"
"Realita anak sekolah: """"Belajar males, tapi lagi tiduran. Tetep megangin hape, padahal lagi bete"""".","Realite anak sekoleh: """"Belajar males, tapi lagi rebahan. tetep genggemin hape, pedahal lagi dongkol""""."
"Di hari keterbatasan ini, apa yg kamu pelajari? Derasnya harus kita hadapi, tak mudah menjalani cerita ini. Di hari keterbatasan ini, ambil semangat hati. Semua yg kamu percayai, menuntun langkahmu pulang disini","Di ari keterbatesan eni, ape nyang lu pelajarin? Deresnye kudu kite adapin, kaga gambang ngejalanin cerite eni. Di ari keterbatesan eni, comot semanget ati. Semue yg lu percayain, nuntun langkah lu balik dimari"
"tidak sesuai ekspektasi kamar sempit,  kotor, almari baju tidak ada, kamar mandi kotor,  air kecil, air panas mati... satpam ramah... *nb: perlu perbaikan fasilitas.. ","ora sêsuè èkspèktasi pangkèng sêmpit,  ngêrês, miswar baju ora ada, sumur cêbrik,  aèr kêcit, aèr panas modar... satpam gêpyak... *nb: kudu pêrbaèkan pasilitas.. "
"Gurindam 12 karya Raja Ali Haji, sudah saya baca dari SD, jadi bacaan saat belajar Arab-melayu. Ini fenomenal, serius harus coba baca seluruhnya. [URL]","Gurindam 12 karya Raja Ali Haji, udah guah baca dari SD, jadi bacaan wayah bêlajar Arab-Mêlayu. Ênih pénoménal, sêrius kudu coba baca sêluruhnyah. [URL]"
"Beginilah Manusia Yg Berwatak ""Setan"" .. Dia Anggap dirinya ""Tuhan"" dan Paling Benar dalam Menjalankan Agama.","Beginilah Manusie Yang Berwatak ""Dedemit"" .. Dia Anggep dirinye ""Tuhan"" ame paling Bener dalem Ngejalanin Agame."
"[USERNAME] terlepas mereka lepas tangan... mereka punya peran sebagai promoter project creators tertentu yang akhirnya laku didukung backers (featured project). Menurut gue, ini poin krusial dimana mereka ngga bisa seenak dewe lepas tangan, dari per","[USERNAME] têlêpas mêrèka lêpas tangan... mêrèka punya pêran sêbagè promotor pêncipta proyèk têrtêntu nyang akhirnyah laku didukung pêndukung (proyek unggulan). Mênurut guah, ênih poin krusial di mana mêrèka ora bisa sêènak dèwèk lêpas tangan, dari pêr"
"Pintu kamar mandinya tdk bisa ditutup, TV-nya tdk ada remote-nya & tdk ada handuknya di perlengkapan mandinya.","Pintu sumurnye kagak bisa nutup, tipinye kagak ade remotnye dan kagak ade anduknye di perlengkapan mandinye. "
"Menyeduh kopi dengan air mata yg cukup panas, menghasilkan kepulan masa lalu dari manisnya kenangan, pahitnya ditinggalkan","nyeduh kopi pake aer mata nyang rada panas, ngasilin kepulan jaman dulu dari manisnye kenangan, paitnye ditinggalin"
"Di Finlandia, pendidikan dari TK sampai S-3 adalah gratis, bahkan dapat makan siang gratis.","Di Finlandia, pêndidikan dari TK sampè S-3 adalah gratis, bahkan dapêt mindo gratis."
"Di Banda, 2 rumah & 28 ekor sapi, hanyut. 400 rumah, 30 hektare padi dan dua hektare jagung terendam, pagar sekolah dan kantor desa rusak.","Di Banda, 2 rume & 28 ekor sapi, kanyut. 400 rume, 30 hektar padi ama dua hektar jagung kerendem, pager sekola ama kantor desa ambrol."
"Kamar bersih, sarapan lumayan sekelas sama harganya, pelayanan ok hanya saja waktu cek in membutuhkan waktu yg lama.","Pangkeng resik, lauk buat nyarap mayan atu kelas ama harganye, pelayanan okeh cume aje pas masuk merluin waktu yang kagak bentaran."
Pray for bla bla bla Save bla bla bla Emmm itu doa beneran ga? Apa cuma pansol? Taek! Soksokan iba tp apa? Ditanyain masalah yg lu ibakan aja kga tau!!! Ooo biar elu dibilang org paling care sedunia gitu? Hmm tp klo dunia maya yaaaa taek!,Doa bakal bla bla bla Selametin bla bla bla Emmm ntu doa beneran kagak?Ape tibang pansos? Tai! Sok-Sokan engeh tapi ape? Ditanyain masaleh yang elu engehin aje kagak tau!!! Ooo supaye elu dibilang orang paling engeh sedunia gitu? Hmm tapi kalo dunie maye ye tai!
"keesokan paginya aku tanya sama bapak dan emak apa tadi malam nyalain TV, eh ternyata nggak ada yg tau siapa yg nyalain tuh TV. iihhh,, aku jadi kepikiran yg nggak-nggak. aku berfikir kalo itu pasti genderuwo yang nyalain tuh TV. iihhh..serem.","kêbêsokan paginyè ayè tanyè samè babèh dan ênyak apè tadi malêm nyalèin tipi, èh têrnyatè kagak adè nyang tau siapè nyang nyalèin tuh tipi. iihhh,, ayè jadi kêpikiran nyang kagak-kagak. ayè bêpikir kalo ntu puguh gêndêruwo nyang nyalaèn tuh tipi. iihhh..sêrêm."
"setelah sebulan doyan, baru tau judulnya ? ? Demi Kamu dan Aku (feat. Afgan) by Sherina ? https://path.com/p/yOiaH ","abis sebulan doyan, baru tau judulnye ? ? Demi Kamu dan Aku (bareng. Afgan) karye Sherina ? https://path.com/p/yOiaH"
kamar mandinya sempit dan bau pesing,sumurnye sempit ama bau pesing
"Fasilitas oke, namun kebersihan kurang, kamar verpasir","Pasilitas oke, cuman keresikan kurang, pangkeng berpasir"
Kadang2 jealous jugak dengan orang yang makan banyak tapi tak pernah gemuk.,Kadang-kadang cemburu juga ama orang nyang gegares banyak tapi kaga perne gembrot.
Tahun ini kayanya PD Na young suk ngasih kado ultah paling special... Karena series NJTW bakal lanjut di season ke-5 dan kalo gue ga salah ini bakal jadi comeback nya kyuhyun abis wamil. Chukae..,Taun ini kayaknye PD Na young suk ngasih kado ulang taun paling spesial... Soalnye seri NJTW bakal lanjut di musim ke-5 ame kalo aye kagak saleh ini bakal jadi kembali nye kyuhyun abis wamil. Chukae..
[USERNAME] Guwah sependapat sama ente Bro.... Ini yg paling ditakuti sama mereka2 yg sedang berkompetisi utk bisa nyapres.... makanya mereka selalu cari cara utk mendown-grade HRS. Apadaya.... kehendak Allah...HRS malah makin bersinar [URL],[USERNAME] Aye sependapet ame elu Bang.... INi yang paling siisengin ame die-die orang yang lagi belombe bakal bise nyapres.... mangkanye die orang cecercare mulu bakal nurunin persi HRS. Ape daye.... kehendak Allah...HRS maleh mangkin nyohor [URL]
Demokrat nilai keputusan presiden beri kepastian - http://www.itoday.co.id/uncategorized/demokrat-nilai-keputusan-presiden-beri-kepastian ?,Demokrat nilei keputusan presiden ngasih kepastian - http://www.itoday.co.id/uncategorized/demokrat-nilai-keputusan-presiden-beri-kepastian ?
"Jika Anda mengenakan baju warna putih atau mengemudi mobil warna putih, Anda lebih mungkin untuk mendapatkan pup burung di jalan.","Kalo Lu make pakean warne puti atau nyopirin mobil warne puti, Lu lebi mungkin buat ngedapetin tai burung di jalan."
"kamar yg didapat tidak sesuai yg di foto & sangat bau rokok. dapat informasi tnyata memang tidak ada larangan utk merokok di dalam kamar. biarpun sdh pakai pewangi ruangan, baunya tetap tdk hilang. akhirnya kami putuskan untuk pindah penginapan.harap menjadi perhatian khusus. trimakasih","kamar yang didapet kagak cocok yang di poto & bener bau rokok. dapet inpormasi ternyate emang kagak ada larangan bakak ngerokok di dalem kamar. biar jge udeh pake pewangi ruangan, baunye tetep kagak ilang. akhirnye kite putusin bakal pindeh penginepan.harep jadi perhatian khusu. makasih"
"Datang jam 1 siang tapi tidak boleh cek in, kamar kotor, hotel ramai dan jorok.","Dateng jem atu siang tapi kagak boleh masuk, pangkeng cebrik, hotel rame dan cebrik. "
rasa ditinggal yang paling sedih dan nyebelin itu ada dua: 1.ditinggal pergi 2.ditinggal tidur.,rase dijauin nyang paling mewek dan ngeselin itu ade due: 1. ditinggal kabur 2. ditinggal molor.
@Anjani202 @fariz1234 @triwul82 Tapi Janji Tinggal Janji dibibirmu. Titipan Demokrat.,@Anjani202 @fariz1234 @triwul82 Tapi Janji Tebang Janji dicongor lu. Titipan Demokrat. 
"Setelah membuka mata, Sisi malah berubah jadi serigala! Dan langsung melesat pergi #GantengGantengSerigala ","Seabis ngebuke mate, Sisi justru berubeh jadi srigale! dan tetiba melesat kabur #CakepCakepSrigala"
"Biasanya beras dijual paling sedikit, satu liter. Hanya di jaman Presiden terlangsing ini, beras dijual dua ons satu saset! Makanya, Presiden sekarang langsing! Yang dulu, ngapain ajaaa???","Biasenye beras dijual paling dikit, atu liter. Cuman di jaman Presiden terkuru eni, beras dijual due ons atu saset! Mengkenye, Presiden karang kuru! Nyang dulu, ngapain ajeee???"
Petinggi PDIP Kota Tarakan di Gerebek Saat Sabung Ayam - Indopos http://goo.gl/fb/YeqEmL  #tarakan,Orang atas PDIP Kote Tarakan di Grebek Pas Ngadu Ayam - Indopos http://goo.gl/fb/YeqEmL  #tarakan
Kamar standard yang oke. dekat dengan bandara. WIFI tidak bisa,Pangkèng standar nyang okè. Dêkêt ama bandara. WiFi ora bisa
Sebenernya udah mulai kecewa sama pakdhe [USERNAME] semenjak ada kriminalisasi KPK awal pemerintahan beliau. Ditambah kasus Novel Baswedan yg gak tuntas.,Sebenernye udeh mulai kecewa ama pakde [USERNAME] sejak ade dikriminalin KPK mule-mue pemerentahan die. Ditambe kasus Novel Baswedan yg kagak kelar.
"hotelnya sih lumayan bagus tapi AC nya panas banget dan tidak ada set up property Airy sama sekali mulai dari amenities, bantal, sarung, dan makanan. Selain itu pelayanannya juga kurang sewaktu FO di komplain.","hotelnye sih mayan cakep tapi AC nye bringsang banget ama kaga ade hiasan perintilan Airy same sekali mulei dari pasilitas, bantal, sarung, ama gegaresan. Selaen ntu pelayanannye juga kurang pas FO di komplen."
Gatau sejak kapan tiap dengerin kucing ngeong sama anjing melolong malem2 selalu ngebayangin ada 'sesuatu' di luar -_- dan bikin gaberani bangun,Ora tau sêjak kapan saban dêngêrin kucing ngèong ama anjing ngêlolong malêm-malêm sêlalu ngêbayangin ada 'sêsuatu' di luar -_- dan ngêja ora bêrani bangun
"Bahagiain orang terus? Kamu kapan bahagianya, Yu? Ya. Saya bahagia dengan cara itu. Asal orang lain bahagia, apalagi karena saya, bahagia saya malah jadi dua kali lipat :)","Nyenengin orang mulu? Elu kapan senengnye, Yu? Ye. Aye seneng pake care ntu. Asal orang laen seneng, apelagi soal aye, seneng aye maleh jadi dua kali lipet :)"
#Lounge HAnya dengan 35rb Sinyal HP anda bisa full walau pelosok!! Full TESTI http://dlvr.it/8jPY7V  #Assadiqulhaq,#ngejauh hanye dengan 35 rebu sinyal hape elu bisa penuh walopun pelosok!! Penuh percobaan http://dlvr.it/8mp3bZ  #Assadiqulhaq
"Ceritanya makan malam ini ala2 korea Pas belanja bulanan eee nemu daging premium lagi diskon langsung deh di ambil Nasi putih ,nori, minyak wijen, wijen aduk jd 1 Sapi lada hitam","Ceritanye gegares malem ini ala-ala korea Pas belanje eee nemu daging premium lagi diskon langsung deh di ambil Nasi putih ,nori, minyak wijen, wijen aduk jadi 1 Sapi lada item"
"Congratulations on your 1st Holly Communion, Xellent. Mommy,Papa, Ompung,Unty, Tulang, Bou, Uda &amp","Sêlamêt atas Pêrjamuan Kudus Pêrtamèlu, Xellent. Ênyak,Babèh, Êngkong-Nyai,Êncing, Êncang, Êncing, Mamang &amp"
"sarapannya perlu diganti ke prasmanan, wifi nya diaktifkan ,,tempatnya tenang jauh dari keramaian kota","nyarapnye kudu diganti ke prasmanan, wipi nye dinyalain ,,tempatnye kalem tangeh dari keramean kote"
"Saya batal menginap karena tempatnya agak jorok, bau tidak enak. Baru masuk gerbang sudah di sambut dengan jemuran cucian","Aye kagak jadi nginep karne tempatnye rada jember, bau kagak sedep. Baru masuk pager udeh di sambut ama jemuran cucian"
"Ya Allah, bersihkanlah aku dan kesalahan-kesalahanku, sebagaimana baju putih dibersihkan dari kotoran.","Ya Allah, bersiinlah aye dan sale-sale aye, sebegimane pakean puti dibersiin dari node."
Kantor Lion Air diserbu penumpang yang menuntut refund. Seputar Indonesia Sore jam 16:30,Kantor Lion Air dikerubutin penumpang yang nuntut minta balikin. Seputar Indonesia Sore jem 16:30
ada perbaikan air tapi ga dikasih tau sehingga sempat mandi air kotor pelayanannya kurang ramah,ade renopasi aer tapi kagak dikasih tau jadinye sempet mandi aer kotor pelayanannye kureng ajer
"#BreakingNews: Aneh, Mengapa Menkumham Standar Ganda Pengesahan Pengurus PPP dan Golkar? http://tinyurl.com/lagcrks ","#BeriteNgedadak: Aneh, Ngape Menkumham Standar Gande Pengesahan Pengurus PPP ama Golkar? http://tinyurl.com/lagcrks "
aq cinta ka dije hahahahahahahahaha goodnayt dari mimimingg yg baru saja menyelesaikan meng-approve 6000+ row usulan daerah,Guah cinta Bang Dijè hahahahahahahahaha sêlamêt malêm dari Mimimingg nyang baru ajah nyêlêsèin mê-nyêtujuin 6000+ baris usulan daèrah
me as a girlfriend always pujuk my bf if dia merajuk because i dont want to lose him perasaan takut tu automatik dtg bila kita dah sayang hmm,ayè sêbagè sêorang gacoan sêlalu bujuk gacoan ayè kalo diè ngambêk karna ayè kagak mao kêilangan diè pêrasèan ngêri ntu datêng dêngan dèwèknyè bilè kitè udèh sayang hmm
privasi sangat minim karena suara kamar tetangga seperti aula utama. saluran tv juga tidak ada yang bisa dinikmati lantaran tv berbayang. persiapkan kaki yang sehat untuk naik ke lantai 4 bagi kamar airy karena hotel tidak memiliki lift.,pripasi minim amat karna suare pangkeng tetangge kaye aula utame. saluran tipi juga kagak ade nyang bise dinikmatin lantaran tipi bebayang. siapin kaki nyang sehat buat naek ke tingkat 4 buat pangkeng airy karne hotel kagak punye lip.
"Habis diem, cemberut, rewel.... Lihat tante jalan dari luar mau masuk rumah udah senyum"", mulai ceria, nempel terus di tinggal bentar nyariin nte putput... Tante pulang diem lagi, nangis nyari nte putput.... Kangen bngt ya dek","Abis diem, merengut, bawel.... Liat encing dari ruar mao masuk rumeh udeh cengar-cengir, mulei cerie, nemplok trus di lepas bentar nyariin encing putput... Encing balik diem lagi, mewek nyari encing putput.... Kangen banget ye dek "
"Lu pasti kaget kan knp gua bisa sayang sama lu? gua jg gatau wkwk padahal gua baru juga putus yekan? tapi lu tau sendiri kita deket udh lama, udh sering tuker pikiran, pendapat dan gua mau sekarang kita tuker perasaan","Elu yakin kaget kan kenape aye bise sayang ame elu? aye juge kagak tau wkwk pedahal aye baru juge putus yekan? tapi elu tau sendiri kite kan deket udeh lame, udeh sering tuker pikiran, omongan ame ayemao sekarang kite tukeran ati"
"hotel tua, cukup bersih, cukup nyaman. airy tidak diberikan snack?, harga bagus, remot ac tidak ada,","hotèl tua, cukup rêsik, cukup nyaman. airy ora dikasihin gayêman?, harga cakêp, rèmot ac ora ada,"
"DPRRI pemegang amanah rakyat tetapi selalu membalikan telapak tangan, Dewan yg membuat aturan dan Dewan pula yg melanggar aturan, segelintir Dewan mencoreng amanah rakyat dgn melakukan korupsi, jls bersalah dan selalu berkelit menutupi kesalahan dgn bersandiwara","DPRRI megang amanah rakyet tapi slalu ngebalikin tlapak tangan, Dewan yang ngebuat aturan dan Dewan juge yang ngelanggar aturan, segelintir Dewan mencoreng amanah rakyat dengan ngelakuin korupsi, jelas saleh dan slalu alesan nutupin kesalahan dengan drame "
"[USERNAME] [USERNAME] Bentar bung. Saya ngakak dulu. Hahahahaha Ini gempa lokal bung, jadi potensi tsunaminya juga tsunami lokal. Gak perlu risau.","[USERNAME] [USERNAME] Sabaran bang. Aye tawe dulu. Hahahahaha ini goncangan lokal bang, jadi ade kemungkinan juge sunaminye lokal. Kagak perlu repot. "
"Sungguh [USERNAME] adalah rahmat bagi seluruh umat. Jangan dikotori dengan tindakan fanatik berlebih. Tunjukan bahwa kita adalah pembawa kedamaian di muka bumi. Mie sedapmu adalah untukmu, dan Indomie ku adalah untukku. [URL]","Sungguh [USERNAME] iyelah rahmat bagi sluruh umat. Jangan dinodain dengan prilaku panatik keterlaluan. Tunjukin bahwa kite iyelah pembawe kedameian di muke bumi. Mie sedap eluh iyelah buat eluh, dan Indomi aye iyelah buat aye. [URL]"
